Source	Target
ROCK PYTHON	ANT-MAN/DR. HENRY J.
ROCK PYTHON	USAGENT/CAPTAIN JOHN
PUFF ADDER	ZOLA, ARNIM
PUFF ADDER	JACK FLAG/
PUFF ADDER	FREE SPIRIT/CATHY WE
PUFF ADDER	SCARLET WITCH/WANDA
PUFF ADDER	RED SKULL/JOHANN SCH
PUFF ADDER	SPIDER-WOMAN II/JULI
PUFF ADDER	ANT-MAN/DR. HENRY J.
USAGENT/CAPTAIN JOHN	COACHWHIP
USAGENT/CAPTAIN JOHN	ZOLA, ARNIM
USAGENT/CAPTAIN JOHN	JACK FLAG/
USAGENT/CAPTAIN JOHN	FREE SPIRIT/CATHY WE
FER DE LANCE/TERESA	ZOLA, ARNIM
FER DE LANCE/TERESA	JACK FLAG/
FER DE LANCE/TERESA	FREE SPIRIT/CATHY WE
FER DE LANCE/TERESA	SCARLET WITCH/WANDA
FER DE LANCE/TERESA	RED SKULL/JOHANN SCH
FER DE LANCE/TERESA	SPIDER-WOMAN II/JULI
FER DE LANCE/TERESA	ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.	COACHWHIP
ANT-MAN/DR. HENRY J.	RATTLER
ANT-MAN/DR. HENRY J.	ANACONDA/BLANCHE SIT
ANT-MAN/DR. HENRY J.	COTTONMOUTH II
COTTONMOUTH II	ZOLA, ARNIM
COTTONMOUTH II	JACK FLAG/
COTTONMOUTH II	FREE SPIRIT/CATHY WE
COTTONMOUTH II	SCARLET WITCH/WANDA
COTTONMOUTH II	RED SKULL/JOHANN SCH
COTTONMOUTH II	SPIDER-WOMAN II/JULI
SPIDER-WOMAN II/JULI	COACHWHIP
SPIDER-WOMAN II/JULI	RATTLER
SPIDER-WOMAN II/JULI	ANACONDA/BLANCHE SIT
SPIDER-WOMAN II/JULI	ZOLA, ARNIM
SPIDER-WOMAN II/JULI	JACK FLAG/
SPIDER-WOMAN II/JULI	BOOMSLANG/
SPIDER-WOMAN II/JULI	FREE SPIRIT/CATHY WE
SPIDER-WOMAN II/JULI	RED SKULL/JOHANN SCH
IRON MAN/TONY STARK	COACHWHIP
IRON MAN/TONY STARK	ZOLA, ARNIM
IRON MAN/TONY STARK	JACK FLAG/
IRON MAN/TONY STARK	BOOMSLANG/
IRON MAN/TONY STARK	FREE SPIRIT/CATHY WE
RED SKULL/JOHANN SCH	COACHWHIP
RED SKULL/JOHANN SCH	RATTLER
RED SKULL/JOHANN SCH	ANACONDA/BLANCHE SIT
SCARLET WITCH/WANDA	COACHWHIP
SCARLET WITCH/WANDA	RATTLER
SCARLET WITCH/WANDA	ANACONDA/BLANCHE SIT
SCARLET WITCH/WANDA	ZOLA, ARNIM
SCARLET WITCH/WANDA	JACK FLAG/
SCARLET WITCH/WANDA	BOOMSLANG/
SCARLET WITCH/WANDA	FREE SPIRIT/CATHY WE
FREE SPIRIT/CATHY WE	COACHWHIP
FREE SPIRIT/CATHY WE	RATTLER
FREE SPIRIT/CATHY WE	ANACONDA/BLANCHE SIT
FREE SPIRIT/CATHY WE	ZOLA, ARNIM
FREE SPIRIT/CATHY WE	BOOMSLANG/
BOOMSLANG/	ZOLA, ARNIM
BOOMSLANG/	JACK FLAG/
JACK FLAG/	COACHWHIP
JACK FLAG/	RATTLER
JACK FLAG/	ANACONDA/BLANCHE SIT
JACK FLAG/	ZOLA, ARNIM
ZOLA, ARNIM	COACHWHIP
ZOLA, ARNIM	RATTLER
ZOLA, ARNIM	ANACONDA/BLANCHE SIT
BOOMSLANG/	KINCAID, DR. KEITH
MISTER HYDE/CALVIN Z	FREE SPIRIT/CATHY WE
MISTER HYDE/CALVIN Z	KINCAID, DR. KEITH
MISTER HYDE/CALVIN Z	JACK FLAG/
ROCK PYTHON	KINCAID, DR. KEITH
ANACONDA/BLANCHE SIT	KINCAID, DR. KEITH
JACK FLAG/	COBRA/KLAUS VORHEES
JACK FLAG/	KINCAID, DR. KEITH
RATTLER	KINCAID, DR. KEITH
PUFF ADDER	KINCAID, DR. KEITH
FER DE LANCE/TERESA	KINCAID, DR. KEITH
KINCAID, DR. KEITH	COBRA/KLAUS VORHEES
KINCAID, DR. KEITH	COTTONMOUTH II
KINCAID, DR. KEITH	FREE SPIRIT/CATHY WE
FREE SPIRIT/CATHY WE	COBRA/KLAUS VORHEES
BOOMSLANG/	MOONHUNTER/ZACK MOON
COACHWHIP	KINCAID, DR. KEITH
COACHWHIP	MOONHUNTER/ZACK MOON
MOONHUNTER/ZACK MOON	RATTLER
MOONHUNTER/ZACK MOON	COTTONMOUTH II
MOONHUNTER/ZACK MOON	MISTER HYDE/CALVIN Z
MOONHUNTER/ZACK MOON	FER DE LANCE/TERESA
MOONHUNTER/ZACK MOON	COBRA/KLAUS VORHEES
MOONHUNTER/ZACK MOON	PUFF ADDER
MOONHUNTER/ZACK MOON	ROCK PYTHON
MOONHUNTER/ZACK MOON	ANACONDA/BLANCHE SIT
BOOMSLANG/	CRYSTAL [INHUMAN]
BOOMSLANG/	CITIZEN V II/HELMUT
BOOMSLANG/	BLACK WIDOW/NATASHA
BOOMSLANG/	BARONESS ZEMO/HEIKE
BOOMSLANG/	HERCULES [GREEK GOD]
BOOMSLANG/	QUICKSILVER/PIETRO M
BOOMSLANG/	VISION
ANACONDA/BLANCHE SIT	CRYSTAL [INHUMAN]
ANACONDA/BLANCHE SIT	CITIZEN V II/HELMUT
ANACONDA/BLANCHE SIT	BLACK WIDOW/NATASHA
ANACONDA/BLANCHE SIT	BARONESS ZEMO/HEIKE
ANACONDA/BLANCHE SIT	HERCULES [GREEK GOD]
ANACONDA/BLANCHE SIT	QUICKSILVER/PIETRO M
ANACONDA/BLANCHE SIT	VISION
KINCAID, DR. KEITH	CITIZEN V II/HELMUT
KINCAID, DR. KEITH	BARONESS ZEMO/HEIKE
ROCK PYTHON	CRYSTAL [INHUMAN]
ROCK PYTHON	CITIZEN V II/HELMUT
ROCK PYTHON	BLACK WIDOW/NATASHA
ROCK PYTHON	BARONESS ZEMO/HEIKE
ROCK PYTHON	HERCULES [GREEK GOD]
ROCK PYTHON	QUICKSILVER/PIETRO M
ROCK PYTHON	VISION
VISION	PUFF ADDER
VISION	JACK FLAG/
VISION	COACHWHIP
VISION	RATTLER
VISION	BARONESS ZEMO/HEIKE
VISION	COTTONMOUTH II
VISION	FREE SPIRIT/CATHY WE
VISION	FER DE LANCE/TERESA
VISION	COBRA/KLAUS VORHEES
COBRA/KLAUS VORHEES	CRYSTAL [INHUMAN]
COBRA/KLAUS VORHEES	CITIZEN V II/HELMUT
COBRA/KLAUS VORHEES	BLACK WIDOW/NATASHA
COBRA/KLAUS VORHEES	BARONESS ZEMO/HEIKE
COBRA/KLAUS VORHEES	HERCULES [GREEK GOD]
QUICKSILVER/PIETRO M	PUFF ADDER
QUICKSILVER/PIETRO M	COACHWHIP
QUICKSILVER/PIETRO M	RATTLER
QUICKSILVER/PIETRO M	COTTONMOUTH II
QUICKSILVER/PIETRO M	FER DE LANCE/TERESA
FER DE LANCE/TERESA	CRYSTAL [INHUMAN]
FER DE LANCE/TERESA	CITIZEN V II/HELMUT
FER DE LANCE/TERESA	BLACK WIDOW/NATASHA
FER DE LANCE/TERESA	BARONESS ZEMO/HEIKE
FER DE LANCE/TERESA	HERCULES [GREEK GOD]
HERCULES [GREEK GOD]	PUFF ADDER
HERCULES [GREEK GOD]	COACHWHIP
HERCULES [GREEK GOD]	RATTLER
HERCULES [GREEK GOD]	BARONESS ZEMO/HEIKE
HERCULES [GREEK GOD]	COTTONMOUTH II
COTTONMOUTH II	CRYSTAL [INHUMAN]
COTTONMOUTH II	CITIZEN V II/HELMUT
COTTONMOUTH II	BLACK WIDOW/NATASHA
COTTONMOUTH II	BARONESS ZEMO/HEIKE
BARONESS ZEMO/HEIKE	ANT-MAN/DR. HENRY J.
BARONESS ZEMO/HEIKE	PUFF ADDER
BARONESS ZEMO/HEIKE	JACK FLAG/
BARONESS ZEMO/HEIKE	MISTER HYDE/CALVIN Z
BARONESS ZEMO/HEIKE	COACHWHIP
BARONESS ZEMO/HEIKE	RATTLER
BLACK WIDOW/NATASHA	PUFF ADDER
BLACK WIDOW/NATASHA	COACHWHIP
BLACK WIDOW/NATASHA	RATTLER
RATTLER	CRYSTAL [INHUMAN]
RATTLER	CITIZEN V II/HELMUT
CITIZEN V II/HELMUT	PUFF ADDER
CITIZEN V II/HELMUT	JACK FLAG/
CITIZEN V II/HELMUT	COACHWHIP
COACHWHIP	CRYSTAL [INHUMAN]
PUFF ADDER	CRYSTAL [INHUMAN]
FALCON/SAM WILSON	DEAD RINGER/LOU
DIAMONDBACK II/RACHE	DE LA FONTAINE, CONT
DEAD RINGER/LOU	DE LA FONTAINE, CONT
DEAD RINGER/LOU	SUPERIA/WENTWORTH, D
DEAD RINGER/LOU	JACK FLAG/
DEAD RINGER/LOU	FREE SPIRIT/CATHY WE
DEAD RINGER/LOU	CARTER, PEGGY
DEAD RINGER/LOU	ROTH, ARNIE
ROTH, ARNIE	DE LA FONTAINE, CONT
CARTER, PEGGY	DE LA FONTAINE, CONT
CARTER, PEGGY	JACK FLAG/
FREE SPIRIT/CATHY WE	FARREL, MIKE
FREE SPIRIT/CATHY WE	DE LA FONTAINE, CONT
STANKOWICZ, FABIAN	DE LA FONTAINE, CONT
ROSENTHAL, BERNIE	DE LA FONTAINE, CONT
JACK FLAG/	FARREL, MIKE
JACK FLAG/	DE LA FONTAINE, CONT
SUPERIA/WENTWORTH, D	FARREL, MIKE
SUPERIA/WENTWORTH, D	DE LA FONTAINE, CONT
DE LA FONTAINE, CONT	FARREL, MIKE
DOC SAMSON/DR. LEONA	SOUTHERN, CANDY
DOC SAMSON/DR. LEONA	MASTER MOLD
HULK/DR. ROBERT BRUC	SOUTHERN, CANDY
HULK/DR. ROBERT BRUC	MASTER MOLD
WILSON, JIM	ICEMAN/ROBERT BOBBY
WILSON, JIM	SOUTHERN, CANDY
WILSON, JIM	ANGEL/WARREN KENNETH
WILSON, JIM	MASTER MOLD
MASTER MOLD	ROSS, GEN. THADDEUS
MASTER MOLD	SOUTHERN, CANDY
SOUTHERN, CANDY	ROSS, GEN. THADDEUS
COBRA/KLAUS VORHEES	BUSHKIN, BARNEY
COBRA/KLAUS VORHEES	FOREIGNER/RAFAEL BAS
FOREIGNER/RAFAEL BAS	BUSHKIN, BARNEY
FOREIGNER/RAFAEL BAS	MISTER HYDE/CALVIN Z
MISTER HYDE/CALVIN Z	BUSHKIN, BARNEY
PROWLER/HOBIE BROWN	TOLLIVER, MELBA
PROWLER/HOBIE BROWN	BELLADONNA
PROWLER/HOBIE BROWN	WHITMAN, DEBRA
PROWLER/HOBIE BROWN	PARKER, MAY
PROWLER/HOBIE BROWN	CAT BURGLAR
CAT BURGLAR	TOLLIVER, MELBA
CAT BURGLAR	BELLADONNA
CAT BURGLAR	WHITMAN, DEBRA
PARKER, MAY	TOLLIVER, MELBA
PARKER, MAY	BELLADONNA
SPIDER-MAN/PETER PARKER	TOLLIVER, MELBA
SPIDER-MAN/PETER PARKER	BELLADONNA
WHITMAN, DEBRA	TOLLIVER, MELBA
WHITMAN, DEBRA	BELLADONNA
BELLADONNA	TOLLIVER, MELBA
BUSHKIN, BARNEY	VULTURE/ADRIAN TOOME
SLOAN, DR.	SANDMAN/WILLIAM BAKE
SLOAN, DR.	ELECTRO/MAX DILLON
SLOAN, DR.	WIZARD/BENTLEY WITTM
SLOAN, DR.	TRAPSTER/PETER PETRU
TRAPSTER/PETER PETRU	KANE, MARCY/KAINA
WIZARD/BENTLEY WITTM	KANE, MARCY/KAINA
KANE, MARCY/KAINA	SANDMAN/WILLIAM BAKE
JONES, SANDY	BELLADONNA
JONES, SANDY	HOBGOBLIN II/RODERIC
JONES, SANDY	HOPKINS, STEVE
HOPKINS, STEVE	BELLADONNA
HOPKINS, STEVE	HOBGOBLIN II/RODERIC
HOBGOBLIN II/RODERIC	WHITMAN, DEBRA
HOBGOBLIN II/RODERIC	BELLADONNA
PARRISH, MAX	BRANDEIS, CAMMY
PARRISH, MAX	ST. GERMAINE, COMTE
PARRISH, MAX	DRACULA/VLAD TEPES
PARRISH, MAX	HUMAN TORCH/JOHNNY S
PARRISH, MAX	INVISIBLE WOMAN/SUE
INVISIBLE WOMAN/SUE	BRANDEIS, CAMMY
INVISIBLE WOMAN/SUE	ST. GERMAINE, COMTE
HUMAN TORCH/JOHNNY S	BRANDEIS, CAMMY
HUMAN TORCH/JOHNNY S	ST. GERMAINE, COMTE
DRACULA/VLAD TEPES	BRANDEIS, CAMMY
DRACULA/VLAD TEPES	ST. GERMAINE, COMTE
ST. GERMAINE, COMTE	BRANDEIS, CAMMY
JAMESON, J. JONAH	WEIN, LEN
JAMESON, J. JONAH	BELLADONNA
WHITMAN, DEBRA	WEIN, LEN
BELLADONNA	WEIN, LEN
CAT BURGLAR	WEIN, LEN
CAT BURGLAR	HOBGOBLIN II/RODERIC
HOBGOBLIN II/RODERIC	WEIN, LEN
WEIN, LEN	PARKER, MAY
SELENE	HULK/DR. ROBERT BRUC
WHITE QUEEN/EMMA FRO	HULK/DR. ROBERT BRUC
HEIMDALL [ASGARDIAN]	FIRELORD/PYREUS KRIL
MCCABE, LINDSAY	WALSH, CAPT. ALEXAND
KRAMER, STACEY	PHARAOH RAMA-TUT
SUMMERS, NATHAN CHRI	PHARAOH RAMA-TUT
PHARAOH RAMA-TUT	BLAQUESMITH
PHARAOH RAMA-TUT	MERRYWEATHER, IRENE
MCDOWELL, SCOTTY	SPIDER-MAN/PETER PARKER
SPIDER-WOMAN/JESSICA	MULLANY, MIKE
ICEMAN/ROBERT BOBBY	KATH
ICEMAN/ROBERT BOBBY	VINDALOO/
ICEMAN/ROBERT BOBBY	NEOPHYTE/
ICEMAN/ROBERT BOBBY	MELLENCAMP
MYSTIQUE/RAVEN DARKH	PENANCE III
MYSTIQUE/RAVEN DARKH	SCANNER II
MYSTIQUE/RAVEN DARKH	KATH
MYSTIQUE/RAVEN DARKH	VINDALOO/
MYSTIQUE/RAVEN DARKH	SABRA/RUTH BAT-SERAP
MYSTIQUE/RAVEN DARKH	NEOPHYTE/
MYSTIQUE/RAVEN DARKH	MELLENCAMP
MYSTIQUE/RAVEN DARKH	FIZ [SKRULL]
MIMIC/CALVIN RANKIN	SKIN/ANGELO ESPINOSA
MIMIC/CALVIN RANKIN	PENANCE III
MIMIC/CALVIN RANKIN	SCANNER II
MIMIC/CALVIN RANKIN	HIGH EVOLUTIONARY/HE
MIMIC/CALVIN RANKIN	MAGNETO/MAGNUS/ERIC
MIMIC/CALVIN RANKIN	KATH
MIMIC/CALVIN RANKIN	VINDALOO/
MIMIC/CALVIN RANKIN	AURORA/JEANNE-MARIE
MIMIC/CALVIN RANKIN	SABRA/RUTH BAT-SERAP
MIMIC/CALVIN RANKIN	NORTHSTAR/JEAN-PAUL
MIMIC/CALVIN RANKIN	SUNFIRE/SHIRO YOSHID
MIMIC/CALVIN RANKIN	POLARIS/LORNA DANE
MIMIC/CALVIN RANKIN	CORTEZ, FABIAN
MIMIC/CALVIN RANKIN	NEOPHYTE/
MIMIC/CALVIN RANKIN	MELLENCAMP
MIMIC/CALVIN RANKIN	FIZ [SKRULL]
POSITRON/RONNIE	SKIN/ANGELO ESPINOSA
POSITRON/RONNIE	PENANCE III
POSITRON/RONNIE	SCANNER II
POSITRON/RONNIE	HIGH EVOLUTIONARY/HE
POSITRON/RONNIE	MAGNETO/MAGNUS/ERIC
POSITRON/RONNIE	KATH
POSITRON/RONNIE	VINDALOO/
POSITRON/RONNIE	AURORA/JEANNE-MARIE
POSITRON/RONNIE	SABRA/RUTH BAT-SERAP
POSITRON/RONNIE	NORTHSTAR/JEAN-PAUL
POSITRON/RONNIE	SUNFIRE/SHIRO YOSHID
POSITRON/RONNIE	POLARIS/LORNA DANE
POSITRON/RONNIE	CORTEZ, FABIAN
POSITRON/RONNIE	NEOPHYTE/
POSITRON/RONNIE	MELLENCAMP
POSITRON/RONNIE	FIZ [SKRULL]
FIZ [SKRULL]	SKIN/ANGELO ESPINOSA
FIZ [SKRULL]	PENANCE III
FIZ [SKRULL]	SCANNER II
FIZ [SKRULL]	HIGH EVOLUTIONARY/HE
FIZ [SKRULL]	KATH
FIZ [SKRULL]	TOAD/MORTIMER TOYNBE
FIZ [SKRULL]	VINDALOO/
FIZ [SKRULL]	CANNONBALL II/SAM GU
FIZ [SKRULL]	AURORA/JEANNE-MARIE
FIZ [SKRULL]	SABRA/RUTH BAT-SERAP
FIZ [SKRULL]	NORTHSTAR/JEAN-PAUL
FIZ [SKRULL]	NEOPHYTE/
FIZ [SKRULL]	MELLENCAMP
FIZ [SKRULL]	BLOB/FRED J. DUKES
BLOB/FRED J. DUKES	PENANCE III
BLOB/FRED J. DUKES	SCANNER II
BLOB/FRED J. DUKES	KATH
BLOB/FRED J. DUKES	VINDALOO/
BLOB/FRED J. DUKES	AURORA/JEANNE-MARIE
BLOB/FRED J. DUKES	SABRA/RUTH BAT-SERAP
BLOB/FRED J. DUKES	NORTHSTAR/JEAN-PAUL
BLOB/FRED J. DUKES	SUNFIRE/SHIRO YOSHID
BLOB/FRED J. DUKES	NEOPHYTE/
BLOB/FRED J. DUKES	MELLENCAMP
ROGUE /	PENANCE III
MELLENCAMP	SKIN/ANGELO ESPINOSA
MELLENCAMP	PENANCE III
MELLENCAMP	ANGEL/WARREN KENNETH
MELLENCAMP	HIGH EVOLUTIONARY/HE
MELLENCAMP	BEAST/HENRY &HANK& P
MELLENCAMP	TOAD/MORTIMER TOYNBE
MELLENCAMP	CANNONBALL II/SAM GU
MELLENCAMP	AURORA/JEANNE-MARIE
MELLENCAMP	SUMMERS, NATHAN CHRI
MELLENCAMP	NORTHSTAR/JEAN-PAUL
MELLENCAMP	MARVEL GIRL/JEAN GRE
MELLENCAMP	SUNFIRE/SHIRO YOSHID
MELLENCAMP	PSYLOCKE/ELISABETH B
MELLENCAMP	POLARIS/LORNA DANE
PROFESSOR X/CHARLES	PENANCE III
PROFESSOR X/CHARLES	HIGH EVOLUTIONARY/HE
NEOPHYTE/	SKIN/ANGELO ESPINOSA
NEOPHYTE/	PENANCE III
NEOPHYTE/	ANGEL/WARREN KENNETH
NEOPHYTE/	HIGH EVOLUTIONARY/HE
NEOPHYTE/	BEAST/HENRY &HANK& P
NEOPHYTE/	TOAD/MORTIMER TOYNBE
NEOPHYTE/	CANNONBALL II/SAM GU
NEOPHYTE/	AURORA/JEANNE-MARIE
NEOPHYTE/	SUMMERS, NATHAN CHRI
NEOPHYTE/	NORTHSTAR/JEAN-PAUL
NEOPHYTE/	MARVEL GIRL/JEAN GRE
NEOPHYTE/	SUNFIRE/SHIRO YOSHID
NEOPHYTE/	PSYLOCKE/ELISABETH B
NEOPHYTE/	POLARIS/LORNA DANE
CORTEZ, FABIAN	SKIN/ANGELO ESPINOSA
CORTEZ, FABIAN	PENANCE III
CORTEZ, FABIAN	TOAD/MORTIMER TOYNBE
CORTEZ, FABIAN	CANNONBALL II/SAM GU
CORTEZ, FABIAN	AURORA/JEANNE-MARIE
CORTEZ, FABIAN	SABRA/RUTH BAT-SERAP
CORTEZ, FABIAN	NORTHSTAR/JEAN-PAUL
POLARIS/LORNA DANE	SKIN/ANGELO ESPINOSA
POLARIS/LORNA DANE	PENANCE III
POLARIS/LORNA DANE	KATH
POLARIS/LORNA DANE	VINDALOO/
POLARIS/LORNA DANE	SABRA/RUTH BAT-SERAP
PSYLOCKE/ELISABETH B	PENANCE III
PSYLOCKE/ELISABETH B	KATH
PSYLOCKE/ELISABETH B	VINDALOO/
NIGHTCRAWLER/KURT WA	PENANCE III
SUNFIRE/SHIRO YOSHID	SKIN/ANGELO ESPINOSA
SUNFIRE/SHIRO YOSHID	PENANCE III
SUNFIRE/SHIRO YOSHID	SCANNER II
SUNFIRE/SHIRO YOSHID	HIGH EVOLUTIONARY/HE
SUNFIRE/SHIRO YOSHID	KATH
SUNFIRE/SHIRO YOSHID	TOAD/MORTIMER TOYNBE
SUNFIRE/SHIRO YOSHID	VINDALOO/
MARVEL GIRL/JEAN GRE	PENANCE III
MARVEL GIRL/JEAN GRE	KATH
MARVEL GIRL/JEAN GRE	VINDALOO/
NORTHSTAR/JEAN-PAUL	SKIN/ANGELO ESPINOSA
NORTHSTAR/JEAN-PAUL	PENANCE III
NORTHSTAR/JEAN-PAUL	SCANNER II
NORTHSTAR/JEAN-PAUL	HIGH EVOLUTIONARY/HE
NORTHSTAR/JEAN-PAUL	KATH
NORTHSTAR/JEAN-PAUL	TOAD/MORTIMER TOYNBE
NORTHSTAR/JEAN-PAUL	VINDALOO/
NORTHSTAR/JEAN-PAUL	MARROW/SARAH
NORTHSTAR/JEAN-PAUL	SUMMERS, NATHAN CHRI
COLOSSUS II/PETER RA	PENANCE III
SABRA/RUTH BAT-SERAP	SKIN/ANGELO ESPINOSA
SABRA/RUTH BAT-SERAP	PENANCE III
SABRA/RUTH BAT-SERAP	HIGH EVOLUTIONARY/HE
SABRA/RUTH BAT-SERAP	TOAD/MORTIMER TOYNBE
SABRA/RUTH BAT-SERAP	CANNONBALL II/SAM GU
SABRA/RUTH BAT-SERAP	SUMMERS, NATHAN CHRI
SUMMERS, NATHAN CHRI	PENANCE III
SUMMERS, NATHAN CHRI	SCANNER II
SUMMERS, NATHAN CHRI	HIGH EVOLUTIONARY/HE
SUMMERS, NATHAN CHRI	KATH
SUMMERS, NATHAN CHRI	VINDALOO/
SUMMERS, NATHAN CHRI	AURORA/JEANNE-MARIE
AURORA/JEANNE-MARIE	SKIN/ANGELO ESPINOSA
AURORA/JEANNE-MARIE	PENANCE III
AURORA/JEANNE-MARIE	SCANNER II
AURORA/JEANNE-MARIE	HIGH EVOLUTIONARY/HE
AURORA/JEANNE-MARIE	KATH
AURORA/JEANNE-MARIE	TOAD/MORTIMER TOYNBE
AURORA/JEANNE-MARIE	VINDALOO/
AURORA/JEANNE-MARIE	MARROW/SARAH
CANNONBALL II/SAM GU	PENANCE III
CANNONBALL II/SAM GU	SCANNER II
CANNONBALL II/SAM GU	KATH
CANNONBALL II/SAM GU	VINDALOO/
WOLVERINE/LOGAN	PENANCE III
MARROW/SARAH	PENANCE III
VINDALOO/	SKIN/ANGELO ESPINOSA
VINDALOO/	PENANCE III
VINDALOO/	ANGEL/WARREN KENNETH
VINDALOO/	HIGH EVOLUTIONARY/HE
VINDALOO/	BEAST/HENRY &HANK& P
VINDALOO/	TOAD/MORTIMER TOYNBE
SHADOWCAT/KATHERINE	PENANCE III
TOAD/MORTIMER TOYNBE	PENANCE III
TOAD/MORTIMER TOYNBE	SCANNER II
TOAD/MORTIMER TOYNBE	HIGH EVOLUTIONARY/HE
TOAD/MORTIMER TOYNBE	KATH
KATH	SKIN/ANGELO ESPINOSA
KATH	PENANCE III
KATH	ANGEL/WARREN KENNETH
KATH	HIGH EVOLUTIONARY/HE
KATH	BEAST/HENRY &HANK& P
MAGNETO/MAGNUS/ERIC	PENANCE III
BEAST/HENRY &HANK& P	PENANCE III
STORM/ORORO MUNROE S	PENANCE III
HIGH EVOLUTIONARY/HE	SKIN/ANGELO ESPINOSA
HIGH EVOLUTIONARY/HE	PENANCE III
SCANNER II	SKIN/ANGELO ESPINOSA
SCANNER II	PENANCE III
SCANNER II	ANGEL/WARREN KENNETH
ANGEL/WARREN KENNETH	PENANCE III
GAMBIT/REMY LEBEAU	PENANCE III
LIVING MONOLITH/AHME	MACTAGGERT, MOIRA KI
LIVING MONOLITH/AHME	PSYLOCKE/ELISABETH B
LIVING MONOLITH/AHME	JUBILEE/JUBILATION L
RASPUTIN, MIKHAIL	MR. SINISTER/NATHAN
MR. SINISTER/NATHAN	FIZ [SKRULL]
X-MAN/NATHAN GREY	MIRAGE II/DANIELLE M
MIRAGE II/DANIELLE M	WOLVERINE SKRULL
RASPUTIN, MIKHAIL	WOLVERINE SKRULL
RASPUTIN, MIKHAIL	BANSHEE/SEAN CASSIDY
PSYLOCKE/ELISABETH B	WOLVERINE SKRULL
CANNONBALL II/SAM GU	WOLVERINE SKRULL
CALLISTO	DEATHBIRD [SHI'AR]
DEATHBIRD [SHI'AR]	MAJCOMB, RENEE
GLUB	PROFESSOR X/CHARLES
GLUB	MAJCOMB, RENEE
TOTEM	PROFESSOR X/CHARLES
TOTEM	MAJCOMB, RENEE
GRACE	PROFESSOR X/CHARLES
GRACE	MAJCOMB, RENEE
WOLVERINE SKRULL	MAJCOMB, RENEE
BISHOP /	MAJCOMB, RENEE
HEADCASE	PROFESSOR X/CHARLES
HEADCASE	MAJCOMB, RENEE
DARCO	PROFESSOR X/CHARLES
DARCO	MAJCOMB, RENEE
ROBERTSON, JOE	VERMIN/EDWARD WHELAN
LEEDS, NED	OSBORN, NORMIE
BERENGHETTI, MICHAEL	GLORIAN/THOMAS GIDEO
GLORIAN/THOMAS GIDEO	JONES, MARLO CHANDLE
SHAPER OF WORLDS	BERENGHETTI, MICHAEL
WATSON-PARKER, MARY	SIN-EATER/STAN CARTE
SIN-EATER/STAN CARTE	ELECTRO/MAX DILLON
SUZIE	GLORIAN/THOMAS GIDEO
FURY, COL. NICHOLAS	FORCE/CLAYTON WILSON
MCPHERSON, LING	HAMMER, JUSTIN
BEAST/HENRY &HANK& P	HULK ROBOT
ICEMAN/ROBERT BOBBY	BLACK TOM CASSIDY
JUGGERNAUT/CAIN MARK	TRION
BLACK TOM CASSIDY	TRION
BLACK TOM CASSIDY	PSYLOCKE/ELISABETH B
BLACK TOM CASSIDY	BEAST/HENRY &HANK& P
DAMIAN, MARGO	CATAPHRAX
DAMIAN, MARGO	KARYGMAX
DAMIAN, MARGO	PHASTOS [ETERNAL]
KARKAS [DEVIANT]	KARYGMAX
PHASTOS [ETERNAL]	HOLDEN, DR. SAMUEL
PHASTOS [ETERNAL]	KARYGMAX
MAKKARI/MIKE KHARY/I	KARYGMAX
SPRITE	CATAPHRAX
SPRITE	HOLDEN, DR. SAMUEL
SPRITE	KARYGMAX
KARYGMAX	IKARIS/IKE HARRIS [E
KARYGMAX	SERSI/SYLVIA
KARYGMAX	CATAPHRAX
KARYGMAX	HOLDEN, DR. SAMUEL
KARYGMAX	CYBELE [ETERNAL]
KARYGMAX	THENA
KARYGMAX	KHORYPHOS [ETERNAL]
HOLDEN, DR. SAMUEL	CATAPHRAX
PHASTOS [ETERNAL]	CHATTERTON, DAVE
GHAUR [DEVIANT]	VALKIN
VALKIN	AHQLAU
AHQLAU	PHASTOS [ETERNAL]
CHATTERTON, DAVE	ZURAS
PHASTOS [ETERNAL]	ZURAS
CYBELE [ETERNAL]	ZURAS
ZURAS	KHORYPHOS [ETERNAL]
ZURAS	AHQLAU
ZURAS	GHAUR [DEVIANT]
AHQLAU	DREAMING CELESTIAL/T
JARVIS, EDWIN	CHATTERTON, DAVE
JARVIS, EDWIN	GHAUR [DEVIANT]
JARVIS, EDWIN	REJECT/RAN-SAK [DEVI
JARVIS, EDWIN	MAKKARI/MIKE KHARY/I
JARVIS, EDWIN	ARISHEM [CELESTIAL]
JARVIS, EDWIN	KINGO SUNEN [ETERNAL
JARVIS, EDWIN	KRO [DEVIANT]
JARVIS, EDWIN	THENA
JARVIS, EDWIN	IKARIS/IKE HARRIS [E
JARVIS, EDWIN	HOLDEN, DR. SAMUEL
HOLDEN, DR. SAMUEL	SUB-MARINER/NAMOR MA
HOLDEN, DR. SAMUEL	ANGEL/WARREN KENNETH
HOLDEN, DR. SAMUEL	HERCULES [GREEK GOD]
THENA	ANGEL/WARREN KENNETH
HERCULES [GREEK GOD]	CHATTERTON, DAVE
HERCULES [GREEK GOD]	GHAUR [DEVIANT]
HERCULES [GREEK GOD]	KINGO SUNEN [ETERNAL
KRO [DEVIANT]	SUB-MARINER/NAMOR MA
